Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
03/22/2021,493,1,,54,142,105,78,71,27,12,4,0,242,250,1,108,20,103,143,26,93,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
12/29/2020,1720,19,73,219,392,358,257,222,153,71,48,0,925,790,5,635,47,243,325,90,380,0,0,0,1,1,5,6,6,0,7,12,0,5,1,8,5,0,0,3,3,7,9,9,20,11,11,0,40,33,0,20,3,27,17,3,3
08/26/2020,389,3,37,48,127,82,44,44,23,12,9,0,197,191,1,191,5,42,92,19,40,0,0,0,1,0,0,1,1,0,0,3,0,1,0,1,1,0,0,2,4,4,4,9,5,5,4,0,22,15,0,16,1,8,5,5,2
05/27/2020,611,26,65,70,124,100,116,82,65,32,22,0,316,285,10,304,8,105,50,21,123,0,0,2,1,1,7,7,8,0,10,16,0,10,1,10,5,0,0,0,4,6,11,13,12,11,8,0,30,35,0,24,1,20,16,2,2
05/08/2020,924,44,97,52,169,191,196,153,85,44,34,0,441,465,18,440,17,138,77,42,210,0,0,0,1,4,13,12,14,0,21,23,0,15,0,15,14,0,0,0,8,8,9,19,18,13,22,0,48,49,0,38,3,36,12,5,3
06/22/2020,219,9,30,23,60,34,38,27,19,15,3,0,113,105,1,101,3,44,28,5,38,0,1,0,0,2,3,1,2,0,5,4,0,7,0,1,1,0,0,1,4,5,4,5,4,4,3,0,14,16,0,15,0,12,3,0,0
11/22/2020,779,15,108,62,200,159,141,88,76,34,19,0,384,394,1,166,27,118,242,47,179,0,0,0,2,1,4,4,4,0,8,7,0,5,0,3,7,0,0,2,8,10,16,10,26,25,11,0,51,57,0,29,4,44,18,8,5
01/31/2021,162,16,44,13,33,31,32,22,17,8,6,0,73,89,0,36,11,33,40,11,31,0,0,0,0,3,6,4,3,0,7,9,0,11,0,4,1,0,0,0,7,4,9,8,7,3,6,0,21,22,1,10,0,19,6,5,4
01/02/2021,1114,21,66,128,275,209,192,148,85,51,26,0,588,523,3,409,28,135,260,64,218,0,1,0,1,1,3,6,9,0,4,17,0,7,3,5,6,0,0,0,7,6,7,9,16,12,9,0,30,36,0,17,2,23,15,6,3
03/14/2021,179,3,18,22,55,36,31,17,13,5,0,0,84,95,0,36,8,30,55,19,31,0,0,0,0,0,1,1,1,0,2,1,0,1,0,1,1,0,0,1,1,3,1,3,5,3,1,0,9,9,0,1,1,9,3,1,3
05/23/2020,328,30,90,31,63,58,54,54,36,18,14,0,176,151,1,124,8,70,34,14,78,0,1,1,1,2,4,9,12,0,16,14,0,9,0,10,11,0,0,3,8,7,14,11,22,9,16,0,37,53,0,33,3,36,8,3,7
08/20/2020,424,3,22,48,120,86,64,58,34,10,4,0,237,185,2,176,8,70,105,16,49,0,0,0,1,0,2,0,0,0,2,1,0,2,0,0,1,0,0,0,4,5,4,3,4,1,1,0,12,10,0,11,1,4,6,0,0
02/02/2021,645,6,52,68,155,124,105,87,62,25,19,0,312,330,3,183,23,128,166,23,122,0,0,0,0,0,3,1,2,0,3,3,0,1,0,3,2,0,0,2,7,3,7,11,7,7,8,0,31,21,0,15,1,23,10,1,2
01/20/2021,794,12,62,107,214,156,118,91,60,32,16,0,401,391,2,218,30,155,169,46,176,0,0,1,0,1,4,4,2,0,8,4,0,2,1,6,3,0,0,0,5,8,10,11,11,7,10,0,31,31,0,15,0,25,17,1,4
11/23/2020,2379,19,135,275,544,490,362,348,204,99,57,0,1261,1110,8,850,61,383,422,106,557,0,0,1,1,2,2,5,8,0,11,8,0,7,0,7,3,2,0,3,11,10,13,19,30,19,30,0,68,67,0,41,5,54,23,4,8
05/18/2020,944,33,111,67,235,152,189,149,83,46,23,0,494,439,11,431,10,150,72,37,244,0,0,2,2,2,5,10,12,0,13,20,0,10,1,13,9,0,0,1,14,11,15,20,13,20,17,0,51,60,0,40,0,45,15,4,7
01/28/2021,608,10,52,83,145,107,95,80,53,29,16,0,304,301,3,190,17,100,141,28,132,0,0,1,0,0,2,3,4,0,5,5,0,3,1,4,2,0,0,1,4,5,4,7,7,12,12,0,28,24,0,9,1,20,12,4,6
05/28/2020,521,22,68,41,111,89,98,69,62,27,24,0,258,255,8,212,7,114,58,14,116,0,0,0,1,5,1,4,11,0,11,11,0,10,0,7,5,0,0,4,2,10,7,9,15,7,14,0,33,35,0,29,2,23,10,1,3
03/25/2021,10,0,,3,3,0,2,1,1,0,0,0,6,4,0,3,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
09/06/2020,143,2,12,16,44,30,17,18,10,3,5,0,72,70,1,54,0,27,38,4,20,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,1,2,0,3,2,3,0,8,4,0,4,0,4,1,0,3
10/24/2020,885,5,66,109,223,197,140,106,59,38,13,0,469,416,0,324,20,116,213,40,172,0,0,0,0,0,0,2,3,0,2,3,0,0,0,2,3,0,0,2,8,9,6,7,10,17,7,0,33,33,0,20,2,28,10,3,3
01/14/2021,1054,14,67,137,221,233,174,127,91,47,24,0,545,503,6,361,53,151,207,50,232,0,0,0,1,2,3,2,6,0,2,12,0,4,4,3,3,0,0,0,3,8,9,8,11,19,9,0,37,30,0,16,2,26,14,5,4
06/01/2020,236,21,64,21,52,35,33,35,17,17,26,0,137,98,1,88,8,51,36,11,42,0,0,0,1,2,4,4,10,0,12,9,0,6,1,10,3,0,1,2,4,11,7,9,7,11,13,0,29,35,0,19,1,28,11,0,5
11/18/2020,2317,17,125,293,566,452,384,294,194,95,39,0,1179,1127,11,748,49,378,436,94,612,0,0,2,0,2,4,3,6,0,9,8,0,8,0,2,7,0,0,2,8,5,10,23,19,31,27,0,60,64,1,36,6,46,25,6,6
12/20/2020,584,29,73,62,141,118,94,70,46,31,21,1,304,279,1,155,32,100,178,24,95,0,0,0,3,3,9,9,5,0,8,21,0,11,1,10,7,0,0,3,9,5,6,14,12,14,10,0,43,30,0,16,2,32,12,4,7
11/21/2020,1266,18,105,160,295,248,194,161,115,61,32,0,642,623,1,382,46,177,280,72,309,0,0,0,0,3,4,4,7,0,8,10,0,6,2,6,3,0,1,3,11,13,16,9,17,18,18,0,46,59,0,30,3,36,24,6,6
04/24/2020,1073,53,167,30,177,171,185,190,158,73,89,0,499,533,41,416,29,222,148,58,200,0,1,2,0,6,11,15,18,0,19,34,0,14,2,21,16,0,0,3,4,22,16,34,41,25,22,0,77,89,1,66,3,59,27,11,1
03/02/2020,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0
01/21/2021,820,9,74,97,189,161,123,117,77,37,18,1,416,400,4,281,25,157,155,47,155,0,0,1,1,0,2,2,3,0,5,4,0,2,0,5,2,0,0,3,5,7,5,11,17,21,5,0,38,36,0,20,2,33,12,2,5
02/20/2021,215,9,17,35,55,32,29,34,14,8,8,0,110,105,0,59,8,38,56,17,37,0,0,0,1,0,0,5,3,0,5,4,0,3,1,3,2,0,0,1,1,0,2,1,4,3,5,0,10,7,0,4,0,9,2,2,0
05/10/2020,308,38,100,17,60,52,64,43,41,14,17,0,138,169,1,122,7,65,37,14,63,0,0,1,3,2,11,8,13,0,14,24,0,16,1,14,6,1,0,2,7,7,18,9,31,15,11,0,37,62,1,43,4,33,12,6,2
07/13/2020,337,3,35,36,99,69,45,35,31,7,15,0,194,142,1,125,7,90,59,8,48,0,1,0,0,0,1,0,1,0,1,2,0,1,0,1,1,0,0,2,2,5,3,8,5,7,3,0,17,18,0,12,2,12,6,1,2
05/11/2020,1017,38,128,62,206,197,193,142,117,69,31,0,512,491,14,529,14,159,85,29,201,0,0,1,3,6,3,6,19,0,14,24,0,16,0,15,7,0,0,5,5,10,17,24,26,28,13,0,51,76,1,51,3,41,22,7,4
10/12/2020,681,4,44,69,179,119,123,91,59,31,10,0,321,355,5,204,23,90,169,44,151,0,0,0,1,1,0,2,0,0,2,2,0,3,0,1,0,0,0,0,5,3,7,9,7,9,4,0,19,25,0,11,2,15,10,0,6
06/15/2020,235,20,32,36,57,42,34,30,25,9,2,0,131,102,2,101,5,51,20,9,49,0,0,0,1,1,2,5,11,0,9,11,0,5,2,4,8,0,1,4,6,3,2,5,8,0,4,0,21,11,0,12,1,11,7,0,1
09/23/2020,391,6,32,49,118,89,59,38,27,6,5,0,189,194,8,154,6,45,95,22,69,0,0,0,1,0,1,2,2,0,2,4,0,0,0,4,2,0,0,1,4,8,4,7,4,2,2,0,22,9,1,13,0,7,9,2,1
01/04/2021,1886,9,96,231,481,384,306,227,138,72,47,0,988,884,14,646,54,276,375,108,427,0,0,0,0,1,2,2,4,0,4,5,0,4,1,0,4,0,0,2,7,5,8,18,18,15,23,0,46,49,1,27,3,37,19,3,7
09/12/2020,136,0,11,11,31,34,25,18,11,5,1,0,68,66,2,36,8,21,37,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,0,0,0,5,6,0,5,1,4,1,0,0
11/14/2020,1400,16,112,168,320,279,239,172,126,75,21,0,714,685,1,344,41,190,348,80,397,0,0,0,2,1,5,6,2,0,7,9,0,6,0,7,3,0,0,3,5,6,14,20,21,30,13,0,51,61,0,33,2,40,23,7,7
03/26/2020,413,2,135,2,65,74,78,96,53,36,9,0,181,230,2,78,12,197,91,13,22,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,7,11,24,25,29,28,11,0,58,77,0,27,1,82,20,4,1
12/14/2020,1463,21,121,159,332,301,212,202,127,81,49,0,768,687,8,388,47,252,249,69,458,0,0,0,0,2,3,10,6,0,13,8,0,11,2,6,2,0,0,7,9,12,12,19,21,21,20,0,59,62,0,37,1,45,26,4,8
03/08/2021,323,4,21,53,101,61,34,32,31,8,3,0,164,157,2,85,20,50,73,24,71,0,0,0,0,1,1,2,0,0,1,3,0,3,0,1,0,0,0,0,2,2,1,4,8,2,2,0,12,9,0,5,0,10,4,2,0
01/17/2021,398,15,61,40,75,77,62,68,31,27,18,0,198,200,0,83,12,77,108,26,92,0,0,0,0,0,1,7,7,0,5,10,0,5,1,6,3,0,0,2,7,5,6,10,10,11,10,0,31,30,0,12,3,22,17,4,3
08/04/2020,369,2,33,50,105,69,53,39,33,16,4,0,201,163,5,170,10,69,63,17,40,0,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,4,2,6,3,9,7,2,0,19,14,0,10,3,15,5,0,0
04/25/2020,633,38,118,32,121,120,132,106,67,31,24,0,307,323,3,265,14,107,78,23,146,0,0,2,1,6,6,11,12,0,14,24,0,12,2,19,5,0,0,0,6,12,12,26,28,19,15,0,52,66,0,46,3,40,18,11,0
06/29/2020,280,7,31,22,89,56,36,40,17,9,11,0,137,140,3,103,2,62,52,9,52,0,0,0,0,0,2,2,3,0,4,3,0,3,0,2,2,0,0,1,4,3,4,5,7,1,6,0,12,19,0,14,0,11,5,0,1
09/02/2020,407,3,22,42,128,81,67,46,25,12,6,0,225,181,1,158,9,62,92,14,72,0,0,0,0,1,1,0,1,0,1,2,0,1,0,1,1,0,0,0,2,4,4,3,4,1,4,0,10,12,0,10,0,6,6,0,0
07/28/2020,332,3,19,36,87,75,66,33,19,9,7,0,185,145,2,153,11,73,46,9,40,0,0,0,1,0,0,1,1,0,1,2,0,0,0,2,1,0,0,1,3,7,3,2,1,1,1,0,14,5,0,9,0,7,2,0,1
12/26/2020,961,19,84,94,236,182,154,141,90,41,23,0,509,449,3,344,25,136,207,61,188,0,0,0,1,0,3,9,6,0,8,11,0,5,0,6,8,0,0,2,10,6,8,13,19,16,10,0,42,42,0,26,1,34,12,8,3
11/27/2020,1249,21,140,131,257,220,206,178,137,75,45,0,654,591,4,342,38,212,244,66,347,0,0,0,0,2,4,7,8,0,9,12,0,6,1,11,3,0,0,3,6,8,18,19,33,32,21,0,62,78,0,40,4,57,29,1,9
11/12/2020,2922,18,117,329,741,570,496,381,255,111,39,0,1496,1420,6,973,54,399,587,146,763,0,0,0,0,2,6,3,7,0,11,7,0,3,1,6,7,0,1,4,7,7,12,19,33,22,13,0,68,49,0,25,2,43,26,9,12
04/07/2020,555,24,197,2,83,106,94,84,80,54,52,0,292,256,7,165,15,200,90,27,58,0,0,0,1,5,4,9,5,0,11,13,0,6,0,16,0,2,0,0,6,14,23,34,48,33,39,0,88,105,4,41,8,102,36,10,0
05/17/2020,326,41,97,17,53,58,37,65,44,22,30,0,156,167,3,142,6,72,30,14,62,0,0,1,1,3,14,9,13,0,16,25,0,18,2,13,7,1,0,0,3,5,11,22,26,17,13,0,45,52,0,37,3,28,16,4,9
10/18/2020,347,1,52,30,84,90,58,43,21,16,5,0,172,173,2,73,9,56,119,14,76,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,6,4,7,9,9,11,5,0,23,29,0,20,0,12,14,4,2
10/27/2020,1629,4,95,202,455,341,252,179,116,53,31,0,840,783,6,623,37,232,328,90,319,0,0,0,0,0,3,1,0,0,2,2,0,3,0,0,1,0,0,4,4,11,12,23,21,10,10,0,53,42,0,25,3,38,22,3,4
05/15/2020,970,48,109,80,186,201,166,136,101,64,36,0,537,424,9,448,10,157,85,36,234,0,0,2,1,7,14,12,12,0,15,33,0,18,0,13,15,2,0,0,14,10,17,13,17,19,19,0,60,49,0,37,2,45,20,1,4
08/31/2020,413,2,31,58,121,72,60,49,29,15,9,0,217,195,1,182,3,57,85,14,72,0,0,0,0,1,0,0,1,0,0,2,0,0,1,1,0,0,0,2,5,2,5,3,4,4,6,0,15,16,0,5,1,17,4,3,1
05/21/2020,802,34,110,75,176,137,120,122,78,51,43,0,415,369,18,370,24,135,54,28,191,0,0,1,0,3,13,11,6,0,14,20,0,17,1,6,10,0,0,1,9,12,16,17,23,21,11,0,54,56,0,43,8,41,8,6,4
04/15/2020,629,31,149,21,92,108,109,124,86,46,43,0,303,325,1,231,21,179,66,45,87,0,1,1,3,2,5,5,14,0,8,23,0,9,3,15,4,0,0,1,6,13,17,32,35,31,14,0,68,81,0,48,1,69,23,6,2
07/30/2020,340,3,18,49,78,79,49,49,25,7,4,0,174,165,1,155,11,74,57,6,37,0,0,0,1,0,0,1,1,0,2,1,0,2,0,1,0,0,0,2,1,2,2,3,2,4,2,0,11,7,0,7,1,6,3,1,0
05/24/2020,279,27,91,16,55,42,48,33,47,22,16,0,149,130,0,118,2,50,17,12,80,0,0,0,4,2,6,8,7,0,14,13,0,9,0,12,6,0,0,0,7,6,5,18,31,13,11,0,45,46,0,31,2,34,10,6,8
03/12/2021,344,7,12,49,90,80,51,45,18,6,5,0,194,150,0,83,13,63,98,21,66,0,0,0,1,2,1,1,2,0,3,4,0,2,0,4,1,0,0,0,3,0,2,2,2,2,1,0,8,4,0,4,0,5,2,1,0
08/18/2020,412,1,26,50,130,79,60,46,22,21,4,0,211,200,1,189,7,60,94,9,53,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,4,7,3,0,3,5,2,0,13,13,0,9,0,9,4,2,2
03/06/2021,216,2,32,29,56,48,24,22,22,8,7,0,106,110,0,77,10,39,40,18,32,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,1,0,0,0,2,5,4,4,6,5,6,0,13,19,0,6,1,12,7,3,3
06/26/2020,219,13,31,18,61,49,29,25,17,11,9,0,121,97,1,69,5,43,41,4,57,0,0,1,2,0,0,4,6,0,6,7,0,1,0,5,7,0,0,2,0,3,2,5,9,5,5,0,11,19,1,5,2,16,4,2,2
06/02/2020,245,25,52,14,33,44,45,31,34,18,26,0,116,108,21,83,11,50,17,10,74,0,0,1,0,3,3,4,14,0,12,13,0,15,2,5,3,0,0,1,4,5,4,10,11,12,5,0,25,27,0,21,2,16,10,1,2
03/05/2021,292,5,22,48,79,62,38,28,22,9,6,0,150,141,1,66,18,56,82,22,48,0,0,0,0,0,1,1,3,0,3,2,0,1,0,2,2,0,0,1,1,0,3,8,4,1,4,0,13,9,0,4,1,10,6,1,0
07/19/2020,99,2,23,14,27,23,9,13,6,6,1,0,52,46,1,26,2,32,24,3,12,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,3,2,2,5,5,2,2,2,0,12,11,0,2,0,16,4,0,1
01/23/2021,584,9,61,69,120,134,87,79,53,28,14,0,301,281,2,187,27,93,131,31,115,0,0,0,0,1,2,2,4,0,2,7,0,2,1,4,2,0,0,0,4,10,3,3,12,18,11,0,30,31,0,19,2,27,7,5,1
04/17/2020,776,43,149,16,129,126,143,144,119,49,50,0,384,379,13,284,23,203,116,45,105,0,0,1,2,5,7,13,15,0,14,29,0,11,2,19,11,0,0,3,6,12,19,33,31,26,19,0,67,82,0,50,7,57,18,11,6
04/16/2020,680,30,156,8,119,114,119,122,95,62,41,0,320,352,8,236,15,201,93,28,107,0,0,0,2,3,6,8,11,0,14,16,0,5,3,16,6,0,0,0,6,11,15,34,33,33,24,0,55,99,2,45,2,73,23,11,2
05/05/2020,1090,57,154,53,206,206,218,206,125,49,27,0,549,502,39,491,17,162,95,49,276,0,1,1,1,0,10,17,27,0,26,31,0,17,5,21,13,0,1,1,12,13,18,37,34,22,17,0,73,80,1,55,7,56,23,12,1
03/07/2021,174,3,12,16,44,39,32,24,11,5,3,0,85,88,1,44,14,27,55,12,22,0,0,0,0,0,1,0,2,0,2,1,0,0,0,1,2,0,0,1,0,2,1,2,0,3,3,0,6,6,0,8,1,1,1,1,0
03/18/2020,162,1,40,2,31,32,40,23,18,11,5,0,80,82,0,19,8,64,62,3,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,6,8,9,9,6,0,12,28,0,6,3,23,7,0,1
09/03/2020,339,3,24,36,101,60,51,49,23,13,6,0,180,158,1,138,5,56,86,5,49,0,0,0,0,1,0,0,2,0,1,2,0,3,0,0,0,0,0,0,4,4,2,4,5,3,2,0,13,11,0,9,0,8,4,2,1
01/29/2021,591,15,51,90,144,101,93,71,57,25,10,0,307,282,2,172,17,98,136,35,133,0,0,0,2,1,6,3,3,0,2,13,0,6,1,5,3,0,0,0,3,9,3,4,17,7,8,0,30,21,0,16,1,23,8,0,3
07/10/2020,346,6,30,35,121,74,51,24,18,18,5,0,169,175,2,102,6,99,65,12,62,0,0,0,0,2,1,2,1,0,1,5,0,3,0,2,1,0,0,0,3,3,0,5,3,12,4,0,14,16,0,6,0,18,6,0,0
03/14/2020,31,0,11,0,9,2,7,6,3,3,1,0,18,13,0,2,2,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,0,8,3,0,3,0,5,3,0,0
11/08/2020,1107,11,114,124,270,237,176,142,87,44,27,0,554,551,2,343,23,167,303,63,208,0,1,0,0,1,3,3,3,0,0,11,0,6,0,4,1,0,0,6,11,3,15,23,18,24,14,0,58,56,0,43,3,45,16,3,4
06/05/2020,339,17,42,33,76,70,51,51,30,18,10,0,172,166,1,177,4,51,29,12,66,0,0,0,0,3,1,9,4,0,10,7,0,5,0,7,5,0,0,0,6,5,5,8,5,10,3,0,20,22,0,17,0,14,5,2,4
03/06/2020,3,0,3,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,0,1,0,1,1,0,0
08/02/2020,95,3,21,11,21,29,10,5,12,6,1,0,45,49,1,26,2,28,23,6,10,0,0,0,2,0,0,1,0,0,0,3,0,1,0,1,1,0,0,0,3,9,2,3,2,1,1,0,10,11,0,6,0,8,4,2,1
03/27/2020,405,8,155,4,43,61,86,103,49,37,22,0,212,191,2,68,9,209,70,12,37,0,0,0,1,1,3,3,0,0,3,5,0,2,0,4,2,0,0,2,4,9,27,40,35,20,18,0,78,77,0,18,6,112,13,4,2
06/03/2020,280,21,54,23,61,47,41,44,32,18,14,0,153,126,1,110,3,67,26,18,56,0,2,0,0,0,1,9,9,0,10,11,0,9,0,8,4,0,0,1,7,5,3,4,17,9,8,0,24,30,0,13,0,29,9,0,3
05/16/2020,517,28,103,35,107,88,93,77,60,35,22,0,280,231,6,204,11,97,51,16,138,0,0,1,3,0,6,4,14,0,8,20,0,9,1,12,6,0,0,2,12,4,13,20,19,16,17,0,51,51,1,37,4,33,15,1,13
05/03/2020,467,45,139,10,97,78,76,81,68,30,27,0,211,247,9,197,8,115,41,23,83,0,0,0,2,4,13,13,13,0,20,25,0,20,0,16,9,0,0,2,10,17,17,27,22,23,21,0,61,78,0,58,1,43,20,13,4
09/07/2020,72,1,21,4,19,17,5,10,11,3,3,0,39,33,0,22,0,23,15,3,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,6,2,2,6,1,1,0,12,9,0,9,0,6,3,0,3
09/22/2020,352,2,33,43,109,70,52,36,20,12,10,0,176,172,4,152,8,47,81,9,55,0,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,4,4,4,6,8,5,2,0,15,18,0,15,0,10,7,1,0
06/11/2020,202,10,28,19,63,27,29,32,19,9,4,0,107,90,5,96,3,32,27,6,38,0,0,0,1,1,2,2,4,0,4,6,0,3,1,4,2,0,0,0,4,4,2,5,6,3,4,0,9,19,0,13,0,9,6,0,0
02/28/2021,148,3,18,16,33,34,22,18,19,4,2,0,68,79,1,25,11,28,43,5,36,0,0,0,0,0,1,1,1,0,0,3,0,1,0,2,0,0,0,0,1,3,0,0,10,0,4,0,11,7,0,3,1,7,4,0,3
08/13/2020,391,4,26,39,118,79,72,40,24,11,8,0,211,177,3,181,8,72,88,13,29,0,0,0,0,1,0,3,0,0,1,3,0,2,0,1,1,0,0,0,5,2,5,0,7,5,2,0,17,9,0,8,0,12,3,3,0
02/11/2021,441,9,45,64,101,83,59,63,44,19,8,0,215,224,2,128,19,68,119,21,86,0,0,0,2,2,3,0,2,0,2,7,0,5,0,2,2,0,0,3,5,4,4,7,13,6,3,0,25,20,0,14,2,16,7,0,6
06/16/2020,212,11,25,18,60,37,32,32,21,3,9,0,118,92,2,75,5,52,21,5,54,0,1,0,2,3,1,2,2,0,5,6,0,9,0,1,1,0,0,1,4,2,3,4,5,2,4,0,17,8,0,7,1,13,3,0,1
03/10/2020,11,0,8,1,2,3,2,0,0,2,1,0,8,3,0,0,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,1,0,4,4,0,0,0,5,1,2,0
03/25/2020,367,5,125,2,51,71,72,82,33,36,20,0,169,198,0,49,10,185,86,18,19,0,0,1,0,1,1,0,2,0,3,2,0,1,0,3,1,0,0,0,6,16,17,25,16,28,17,0,55,70,0,13,2,92,15,3,0
04/27/2020,1156,35,171,42,234,201,232,205,125,53,64,0,572,555,29,519,23,203,107,60,244,0,0,0,1,3,4,14,13,0,11,24,0,8,1,19,7,0,0,1,10,10,16,39,37,20,38,0,80,89,2,57,4,70,28,11,1
08/24/2020,556,3,27,91,135,109,97,66,31,18,7,2,290,259,7,292,10,59,117,18,60,0,0,0,0,0,0,2,1,0,0,3,0,1,0,1,1,0,0,3,3,5,2,4,4,2,4,0,9,18,0,8,1,10,6,2,0
07/26/2020,96,6,17,7,23,25,11,16,8,4,2,0,48,48,0,28,3,18,27,4,16,0,0,0,0,1,1,1,3,0,3,3,0,1,0,3,2,0,0,0,1,2,1,5,5,1,2,0,9,8,0,4,0,8,3,1,1
05/31/2020,121,22,39,16,28,20,22,12,13,5,5,0,59,61,1,45,1,40,7,0,28,0,0,0,3,2,5,6,6,0,8,14,0,8,0,8,6,0,0,3,4,3,5,6,13,3,2,0,16,23,0,12,1,23,1,0,2
03/05/2020,1,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,3,4,0,0,0,3,4,0,0
05/09/2020,521,53,100,34,104,100,98,90,54,28,13,0,264,254,3,244,10,91,38,17,121,0,1,0,4,6,6,11,25,0,24,29,0,26,3,15,8,1,0,1,9,11,12,19,18,19,11,0,53,46,1,43,1,31,16,5,4
08/15/2020,220,5,23,18,64,41,29,34,21,11,2,0,104,114,2,76,6,51,60,6,21,0,0,0,1,0,0,2,2,0,3,2,0,0,0,3,2,0,0,1,4,2,0,6,3,5,2,0,12,11,0,7,0,10,5,1,0
05/02/2020,718,50,167,25,142,126,154,142,74,40,15,0,343,371,4,356,9,109,54,21,169,0,0,1,1,8,14,11,15,0,21,29,0,11,3,24,11,1,0,2,9,8,29,35,32,33,19,0,67,100,0,59,3,63,27,11,4
04/11/2020,397,33,141,7,53,71,65,83,54,38,26,0,183,212,2,103,17,146,54,15,62,0,0,1,1,6,7,10,8,0,15,18,0,8,2,21,2,0,0,2,3,7,16,29,32,32,20,0,57,83,1,37,5,74,16,6,3
04/05/2020,292,26,147,3,31,50,49,73,42,20,24,0,127,162,3,71,11,109,54,11,36,0,0,0,2,5,2,10,7,0,8,18,0,5,0,18,3,0,0,0,3,11,24,36,25,25,23,0,57,89,1,31,10,80,17,6,3
09/11/2020,343,5,20,51,94,83,40,37,21,14,3,0,171,171,1,150,5,39,85,14,50,0,0,1,0,2,0,1,1,0,0,5,0,4,0,1,0,0,0,0,2,3,1,5,5,1,3,0,9,11,0,12,1,3,4,0,0
07/21/2020,289,1,36,25,83,57,55,29,23,8,9,0,142,147,0,91,3,88,53,18,36,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,6,6,6,2,7,4,5,0,17,19,0,7,1,17,8,1,2
07/05/2020,89,3,16,6,29,19,14,11,8,2,0,0,53,35,1,24,0,20,19,7,19,0,0,0,1,1,1,0,0,0,0,3,0,1,0,1,1,0,0,0,2,2,4,3,2,1,2,0,5,11,0,6,1,5,4,0,0
06/20/2020,125,10,20,18,32,18,21,19,5,9,3,0,65,60,0,69,1,16,18,4,17,0,0,1,0,2,2,1,4,0,3,7,0,8,0,1,1,0,0,3,3,3,1,3,3,1,3,0,11,9,0,11,0,6,2,1,0
